target_word,similar_word,similarity_score,method,model
人道主義,課外活動,0.9979237914085388,euclidean,fasttext
人道主義,封建殘餘,0.9975098967552185,euclidean,fasttext
人道主義,各色各樣,0.9974221587181091,euclidean,fasttext
人道主義,不甘寂寞,0.9974105954170227,euclidean,fasttext
人道主義,氣喘如牛,0.9973848462104797,euclidean,fasttext
人道主義,深入淺出,0.9973332285881042,euclidean,fasttext
人道主義,連帶,0.9973118305206299,euclidean,fasttext
人道主義,悲喜劇,0.9972844123840332,euclidean,fasttext
人道主義,自食其力,0.9972795248031616,euclidean,fasttext
人道主義,瑪麗蓮夢,0.9972742199897766,euclidean,fasttext
人道主義,交通規則,0.9972366094589233,euclidean,fasttext
人道主義,民間傳說,0.9972277283668518,euclidean,fasttext
人道主義,志同道合,0.9971985816955566,euclidean,fasttext
人道主義,把握住,0.9971896409988403,euclidean,fasttext
人道主義,階層,0.997184693813324,euclidean,fasttext
人道主義,一小部分,0.9971829056739807,euclidean,fasttext
人道主義,半途而廢,0.9971737265586853,euclidean,fasttext
人道主義,打天下,0.9971638321876526,euclidean,fasttext
人道主義,二百五十萬,0.9971542954444885,euclidean,fasttext
人道主義,自來水,0.9971517324447632,euclidean,fasttext
