target_word,similar_word,similarity_score,method,model
人文主義,封建主義,0.999675989151001,cosine,fasttext
人文主義,文章,0.9996751546859741,cosine,fasttext
人文主義,之中,0.9996699094772339,cosine,fasttext
人文主義,創造,0.9996658563613892,cosine,fasttext
人文主義,一部,0.9996654391288757,cosine,fasttext
人文主義,的確,0.9996618628501892,cosine,fasttext
人文主義,存在,0.9996615648269653,cosine,fasttext
人文主義,便是,0.9996606111526489,cosine,fasttext
人文主義,自然,0.9996603727340698,cosine,fasttext
人文主義,缺乏,0.9996588826179504,cosine,fasttext
人文主義,主義,0.999656617641449,cosine,fasttext
人文主義,認識,0.9996557235717773,cosine,fasttext
人文主義,方法,0.999653697013855,cosine,fasttext
人文主義,青年人,0.9996532201766968,cosine,fasttext
人文主義,目的,0.9996526837348938,cosine,fasttext
人文主義,大都,0.9996509552001953,cosine,fasttext
人文主義,算是,0.999649167060852,cosine,fasttext
人文主義,國語,0.999648928642273,cosine,fasttext
人文主義,地位,0.9996487498283386,cosine,fasttext
人文主義,青年,0.9996486902236938,cosine,fasttext
