target_word,similar_word,similarity_score,method,model
人本主義,麥,0.565428023534179,spearman,bert
人本主義,地,0.5223972647302665,spearman,bert
人本主義,者,0.5093146058224247,spearman,bert
人本主義,初,0.47431838131948056,spearman,bert
人本主義,後,0.4738884589105546,spearman,bert
人本主義,世,0.47307897348017963,spearman,bert
人本主義,南,0.428656722016605,spearman,bert
人本主義,此,0.42768142942882864,spearman,bert
人本主義,什,0.41981768259291347,spearman,bert
人本主義,們,0.41811552999798235,spearman,bert
人本主義,小,0.40968927330741595,spearman,bert
人本主義,或,0.4075187863562458,spearman,bert
人本主義,便,0.40273755855570226,spearman,bert
人本主義,過,0.400893785084678,spearman,bert
人本主義,張,0.4008085900346375,spearman,bert
人本主義,生,0.3904317216775202,spearman,bert
人本主義,力,0.38664419770846503,spearman,bert
人本主義,大,0.38659171904113604,spearman,bert
人本主義,正,0.38092272491069357,spearman,bert
人本主義,種,0.3803458304440485,spearman,bert
