target_word,similar_word,similarity_score,method,model
人文主義,地區,0.9991959195919591,spearman,fasttext
人文主義,政治,0.999135913591359,spearman,fasttext
人文主義,青年人,0.999135913591359,spearman,fasttext
人文主義,見識,0.999123912391239,spearman,fasttext
人文主義,不絕,0.999123912391239,spearman,fasttext
人文主義,婦女,0.999123912391239,spearman,fasttext
人文主義,教師,0.9991119111911191,spearman,fasttext
人文主義,地位,0.9990999099909991,spearman,fasttext
人文主義,白野,0.9990999099909991,spearman,fasttext
人文主義,馬先生,0.9990999099909991,spearman,fasttext
人文主義,看來,0.999087908790879,spearman,fasttext
人文主義,感受,0.999087908790879,spearman,fasttext
人文主義,筆者,0.9990759075907588,spearman,fasttext
人文主義,主觀,0.9990759075907588,spearman,fasttext
人文主義,路子,0.9990759075907588,spearman,fasttext
人文主義,簡單,0.9990639063906389,spearman,fasttext
人文主義,便是,0.9990639063906389,spearman,fasttext
人文主義,觀察,0.9990639063906389,spearman,fasttext
人文主義,以至於,0.9990639063906389,spearman,fasttext
人文主義,青年,0.9990519051905189,spearman,fasttext
