target_word,similar_word,similarity_score,method,model
人本主義,表達出來,0.9976505041122437,euclidean,fasttext
人本主義,一無所知,0.9976187944412231,euclidean,fasttext
人本主義,聯絡感情,0.9975304007530212,euclidean,fasttext
人本主義,歪曲事實,0.9974454045295715,euclidean,fasttext
人本主義,不見經傳,0.9974197149276733,euclidean,fasttext
人本主義,無可否認,0.9973704814910889,euclidean,fasttext
人本主義,特別注意,0.9973697662353516,euclidean,fasttext
人本主義,够不上,0.9973612427711487,euclidean,fasttext
人本主義,畢業考試,0.9973235726356506,euclidean,fasttext
人本主義,不負責任,0.9973167777061462,euclidean,fasttext
人本主義,豬八戒,0.9973071217536926,euclidean,fasttext
人本主義,五千年,0.9972821474075317,euclidean,fasttext
人本主義,三四百塊,0.9972211718559265,euclidean,fasttext
人本主義,大部,0.9972163438796997,euclidean,fasttext
人本主義,七八年,0.9971494674682617,euclidean,fasttext
人本主義,不相上下,0.9971494078636169,euclidean,fasttext
人本主義,門路,0.997145414352417,euclidean,fasttext
人本主義,內容豐富,0.997140645980835,euclidean,fasttext
人本主義,可歌可泣,0.9971192479133606,euclidean,fasttext
人本主義,現代化,0.9971058964729309,euclidean,fasttext
