target_word,similar_word,similarity_score,method,model
人道主義,大都市,0.9993999399939993,spearman,fasttext
人道主義,個人主義,0.9993879387938793,spearman,fasttext
人道主義,標準,0.9993879387938793,spearman,fasttext
人道主義,不可多得,0.9993759375937593,spearman,fasttext
人道主義,一本,0.9993759375937593,spearman,fasttext
人道主義,技巧,0.9993639363936392,spearman,fasttext
人道主義,造成,0.9993639363936392,spearman,fasttext
人道主義,只是,0.9993519351935193,spearman,fasttext
人道主義,青年人,0.9993399339933992,spearman,fasttext
人道主義,原因,0.9993399339933992,spearman,fasttext
人道主義,葉子,0.9993399339933992,spearman,fasttext
人道主義,個人,0.9993399339933992,spearman,fasttext
人道主義,種族主義,0.9993399339933992,spearman,fasttext
人道主義,景物,0.9993279327932791,spearman,fasttext
人道主義,方法,0.9993279327932791,spearman,fasttext
人道主義,根本,0.9993279327932791,spearman,fasttext
人道主義,主義,0.9993279327932791,spearman,fasttext
人道主義,介紹,0.9993159315931591,spearman,fasttext
人道主義,近兩年來,0.9993159315931591,spearman,fasttext
人道主義,劇作,0.9993159315931591,spearman,fasttext
