target_word,similar_word,similarity_score,method,model
人文主義,表達出來,0.997649610042572,euclidean,fasttext
人文主義,這些年來,0.9975616931915283,euclidean,fasttext
人文主義,努力學習,0.9975196123123169,euclidean,fasttext
人文主義,反過來,0.9975115060806274,euclidean,fasttext
人文主義,春花秋月,0.9974977970123291,euclidean,fasttext
人文主義,一段距離,0.9974489808082581,euclidean,fasttext
人文主義,弄璋之喜,0.9973725080490112,euclidean,fasttext
人文主義,公務人員,0.9972912669181824,euclidean,fasttext
人文主義,談得上,0.9972867965698242,euclidean,fasttext
人文主義,吉蘭丹,0.9972355365753174,euclidean,fasttext
人文主義,不見經傳,0.9972350001335144,euclidean,fasttext
人文主義,如意算盤,0.9972159266471863,euclidean,fasttext
人文主義,追求者,0.9971694946289062,euclidean,fasttext
人文主義,充分說明,0.9971059560775757,euclidean,fasttext
人文主義,散文集,0.9971036314964294,euclidean,fasttext
人文主義,工程師,0.9970921277999878,euclidean,fasttext
人文主義,相互間,0.9970837831497192,euclidean,fasttext
人文主義,一個十八九歲,0.9970835447311401,euclidean,fasttext
人文主義,八十餘,0.99708092212677,euclidean,fasttext
人文主義,現代化,0.9970587491989136,euclidean,fasttext
